length [um],length-std [um],parallel [um^2/sec],perpendicular [um^2/sec],perpendicular 2 [um^2/sec]
13.34952272270378,0.8855404617231022,2.292295879089325,0.9423809006630745,0.8501312216772572
14.44730928455445,0.3856167394709372,0.7597484127314873,0.3140462005606335,0.6419154237878124
17.71390649453867,0.7521993548304121,1.008250699028747,0.6964450517308248,0.792204861428182
16.0806902383833,0.5110307790769776,0.6596517720876266,0.55827859839883,0.5958840181211594
15.66156371873669,0.8876869267730706,1.16527909356573,0.453564756994033,0.6235383748203179
18.49097281085315,0.5941854933604863,1.180357951170375,0.8261535983631734,0.38807823987823487
15.91349173042466,0.8643905995632205,0.9352870108145426,0.68662375891986,0.9584478517597769
15.26801505257607,0.8273070959457833,1.19543365555223,0.8229248146927303,0.3331673615512381
18.24895823294441,0.634950990724031,1.320253009617876,0.5831050815938135,0.7335294221587463
15.99729702384623,1.053024596348418,0.5798244211413438,0.887355269787815,0.4714180264072154
15.86542381727399,0.6940570449241164,1.067892038722595,0.640958950982435,0.4659007135470919
19.12359776858167,0.6729030576096293,1.599275435089536,0.8059549158530183,1.367266653880409
