length [um],length-std [um],parallel [um^2/sec],perpendicular [um^2/sec],perpendicular 2 [um^2/sec]
15.64341835869796,1.350669761544796,2.073664649032827,0.8988276058166216,1.239502222722149
15.92335527531869,0.717807130070792,1.793707093570067,1.795188522366444,2.443187341892829
13.44128533632355,1.088150425611834,1.328360204751487,1.709706568312899,1.603715987420167
16.97923541528568,1.03083273033557,0.9614121102505583,1.3421947144075659,2.437370023194932
17.4367402229876,0.9916383092626951,2.348159468599156,1.485323995607209,2.8495802705038167
18.28992627623057,1.053520595260089,2.394995205264689,1.663909674916326,2.062769269259513
15.52532292519298,0.7397800811574123,1.492086620044418,0.7843269296097237,1.136425086373934
17.21681679690802,0.5988576472801939,1.358736398949631,2.093940899751651,2.28452792948121
14.57315004876601,1.123389904874332,1.0816886805560741,1.4839294240434011,1.703125136603588
16.96138772024093,0.7814677804496479,1.0334684742901001,0.8463245835965999,1.128485661312369
15.74208922341863,1.297910385251043,1.735455642264981,1.2421975562307,3.761605130843886
18.59672489307245,1.619106125838688,1.94784410912816,0.896595422763093,1.519023026925874
13.98138960191764,0.8778363623640367,2.056622126190138,1.5651827213675031,1.8744949524777141
17.39946361136141,1.022578677731888,1.1305620590754368,2.754947854341321,2.8354325186795784
14.6410160484617,0.5695384698919775,1.399994428289678,1.292656883157483,1.9732146415965572
18.4238386165426,1.398374251858239,1.896194587422053,2.196663303962195,1.856241367688312
12.50548779992173,1.253811111992179,1.63241654930997,1.082788196842774,1.470744200975595
