length [um],length-std [um],parallel [um^2/sec],perpendicular [um^2/sec],perpendicular 2 [um^2/sec]
14.82877012722621,0.3785750879505778,0.3375992948851721,0.24844736276817742,0.2592619873329745
15.37677774171367,0.5351169173856553,0.40881690589888686,0.2806208076549843,0.43343199324985926
16.109368252683,0.3550199517151703,0.5143901574409535,0.1607827627216428,0.3391142406621287
18.54113726315123,0.5791709497073155,0.164309760087851,0.3432116736775177,0.2041948337493023
18.11026942908518,1.458212528190441,0.6345026901573042,0.196456999966387,0.1465651379475402
16.94878746654946,0.5495357104585599,0.3665926767033505,0.6801947204855564,0.341456743695851
17.28162379074731,0.6469047496165162,0.46691375179773575,0.180401702968889,0.3695861236549321
16.96545807699425,0.8293530286216636,0.15537976527576491,0.404588980442873,0.1835317885826517
17.44636666109825,0.6171918879242194,0.4355566725377031,0.2584844429958431,0.14678159876707791
15.98279399509901,1.196971258452086,0.31032466922732127,0.4397870040015898,0.2215380200666241
