length [um],length-std [um],parallel [um^2/sec],perpendicular [um^2/sec],perpendicular 2 [um^2/sec]
6.710906105618578,0.5313135576421456,0.2669337676314452,0.760947038833178,0.9133935282571071
6.710906105618578,0.5313135576421456,0.5219698183863569,1.000237978299895,0.4948930276985407
6.710906105618578,0.5313135576421456,1.938424488690882,2.013539719433132,1.776014020912413
6.967726877154725,0.5707050865721968,1.539227597186034,0.8829374136447032,0.4378764474501281
6.710906105618578,0.5313135576421456,0.8189244015383255,0.7639300647521134,0.364772236034785
10.76054321474855,3.165930339957245,1.077574811848522,1.116980699273456,1.082408146232397
6.967726877154725,0.5707050865721968,1.030332643093266,0.7834620973829807,2.317943762296149
5.642237368059599,0.7289253505727709,2.881114329830659,0.9421368981021429,1.712418176224799
6.710906105618578,0.5313135576421456,0.9257789326540683,1.082193621813733,1.17552209764811
5.56703739511229,0.6137174552113142,0.6087193812903781,0.8860493796555143,0.1637854073397487
10.76054321474855,3.165930339957245,1.663391333111163,0.5264440930426657,0.4739225319177954
5.428080955334646,0.4324909829401432,0.8982214166267124,0.7063473417776971,0.5417093324635163
6.967726877154725,0.5707050865721968,1.146298018931194,0.6412996873451363,0.6520279946504559
